reporter_name,reporter_iso,year,gdp_current_usd
Mozambique,MOZ,2015,16208985769.615
Myanmar,MMR,2024,74068349523.8095
Myanmar,MMR,2023,66757619000.0
Myanmar,MMR,2022,62253049891.6449
Myanmar,MMR,2021,66345291160.1683
Myanmar,MMR,2020,79006113643.1906
Myanmar,MMR,2019,75065106227.6892
Myanmar,MMR,2018,67860515989.517
Myanmar,MMR,2017,66053040483.0016
Myanmar,MMR,2016,63298361996.2153
Myanmar,MMR,2015,59607290407.6191
Namibia,NAM,2024,13641190683.4641
Namibia,NAM,2023,12522012873.7957
Namibia,NAM,2022,12569449123.3661
Namibia,NAM,2021,12402486183.6396
Namibia,NAM,2020,10583748541.5258
Namibia,NAM,2019,12541928303.48
Namibia,NAM,2018,13682019076.4022
Namibia,NAM,2017,12895153370.9132
Namibia,NAM,2016,10722018732.0936
Namibia,NAM,2015,11335161083.5061
Nauru,NRU,2024,167833414.846177
Nauru,NRU,2023,161531316.884061
Nauru,NRU,2022,180671357.349805
Nauru,NRU,2021,149268323.992868
Nauru,NRU,2020,124685688.161094
Nauru,NRU,2019,125160115.547819
Nauru,NRU,2018,130995566.30391
Nauru,NRU,2017,109355638.866955
Nauru,NRU,2016,97541943.0355053
Nauru,NRU,2015,84863440.5801997
Nepal,NPL,2024,43298911699.9284
Nepal,NPL,2023,41049329851.0546
Nepal,NPL,2022,41182939519.8161
Nepal,NPL,2021,36924841394.2605
Nepal,NPL,2020,33433659301.2466
Nepal,NPL,2019,34186180699.0255
Nepal,NPL,2018,33111525237.149
Nepal,NPL,2017,28971588940.364
Nepal,NPL,2016,24524109483.5293
Nepal,NPL,2015,24360801286.7638
Netherlands,NLD,2024,1213936238063.28
Netherlands,NLD,2023,1135475867551.0
Netherlands,NLD,2022,1046540797548.64
Netherlands,NLD,2021,1054472123449.6
Netherlands,NLD,2020,932560861701.17
Netherlands,NLD,2019,928903005576.469
Netherlands,NLD,2018,929733599796.862
Netherlands,NLD,2017,848233537845.884
Netherlands,NLD,2016,797163949289.885
Netherlands,NLD,2015,775743675302.734
New Caledonia,NCL,2024,8548919387.12607
New Caledonia,NCL,2023,9769167530.35744
New Caledonia,NCL,2022,9623318718.31459
New Caledonia,NCL,2021,10071349663.8484
New Caledonia,NCL,2020,9454629467.91408
New Caledonia,NCL,2019,9475655324.59495
New Caledonia,NCL,2018,9896402283.68587
New Caledonia,NCL,2017,9174048681.98577
New Caledonia,NCL,2016,8724568954.89799
New Caledonia,NCL,2015,8738203074.3957
New Zealand,NZL,2024,261497198363.906
New Zealand,NZL,2023,256372177757.764
New Zealand,NZL,2022,249723029451.237
New Zealand,NZL,2021,253732493987.834
New Zealand,NZL,2020,213318129988.602
New Zealand,NZL,2019,213088034258.42
New Zealand,NZL,2018,211726161989.495
New Zealand,NZL,2017,206561943051.354
New Zealand,NZL,2016,188980351890.848
New Zealand,NZL,2015,178147457242.978
Nicaragua,NIC,2024,19696311850.3289
Nicaragua,NIC,2023,17805842220.7571
Nicaragua,NIC,2022,15634573555.9049
Nicaragua,NIC,2021,14209019392.3025
Nicaragua,NIC,2020,12726422432.4868
Nicaragua,NIC,2019,12699023614.245
Nicaragua,NIC,2018,13025221974.232
Nicaragua,NIC,2017,13785893007.4769
Nicaragua,NIC,2016,13286093388.4752
Nicaragua,NIC,2015,12756696261.0676
Niger,NER,2024,19729786046.7618
Niger,NER,2023,16949765463.9058
Niger,NER,2022,15531799640.9005
Niger,NER,2021,14936154253.3242
Niger,NER,2020,13648332189.7307
Niger,NER,2019,12420836506.7888
Niger,NER,2018,12800907985.9863
Niger,NER,2017,11359273443.3897
Niger,NER,2016,10341025540.2322
Niger,NER,2015,9683867926.44282
Nigeria,NGA,2024,252261880140.271
Nigeria,NGA,2023,487387801877.803
Nigeria,NGA,2022,646950257575.455
Nigeria,NGA,2021,609147716965.348
Nigeria,NGA,2020,598586817817.392
Nigeria,NGA,2019,668219992686.575
Nigeria,NGA,2018,421739251509.08
Nigeria,NGA,2017,375745731053.427
Nigeria,NGA,2016,404649125252.16
Nigeria,NGA,2015,493026682800.63
North Macedonia,MKD,2024,16951682221.3962
North Macedonia,MKD,2023,15855131188.9092
North Macedonia,MKD,2022,13932436550.0883
North Macedonia,MKD,2021,14000283827.0154
North Macedonia,MKD,2020,12361036913.8409
North Macedonia,MKD,2019,12606338448.547
North Macedonia,MKD,2018,12683068114.2388
North Macedonia,MKD,2017,11307067069.6658
North Macedonia,MKD,2016,10672467073.2873
North Macedonia,MKD,2015,10064519962.5655
Northern Mariana Islands,MNP,2024,
Northern Mariana Islands,MNP,2023,
Northern Mariana Islands,MNP,2022,1096000000.0
Northern Mariana Islands,MNP,2021,914000000.0
Northern Mariana Islands,MNP,2020,866000000.0
Northern Mariana Islands,MNP,2019,1179000000.0
Northern Mariana Islands,MNP,2018,1301000000.0
Northern Mariana Islands,MNP,2017,1560000000.0
Northern Mariana Islands,MNP,2016,1230000000.0
Northern Mariana Islands,MNP,2015,910000000.0
Norway,NOR,2024,500886328034.123
Norway,NOR,2023,502197633322.816
Norway,NOR,2022,617321834098.986
Norway,NOR,2021,521592200232.829
Norway,NOR,2020,382252517921.94
Norway,NOR,2019,424244886363.636
Norway,NOR,2018,454588871810.636
Norway,NOR,2017,415673181543.421
Norway,NOR,2016,383284047619.048
Norway,NOR,2015,400669174330.888
Oman,OMN,2024,107137198699.61
Oman,OMN,2023,106174707932.38
Oman,OMN,2022,109852795838.752
Oman,OMN,2021,87323797139.1417
Oman,OMN,2020,75909492847.8544
Oman,OMN,2019,88060858257.4772
Oman,OMN,2018,91505851755.5267
Oman,OMN,2017,80856697009.1027
Oman,OMN,2016,75128738621.5865
Oman,OMN,2015,78710793237.9714
Pakistan,PAK,2024,371747087751.306
Pakistan,PAK,2023,336686348609.266
Pakistan,PAK,2022,374890295666.694
Pakistan,PAK,2021,348516647445.148
Pakistan,PAK,2020,300425609817.981
Pakistan,PAK,2019,320909472770.669
Pakistan,PAK,2018,356128166704.921
Pakistan,PAK,2017,339205534861.1
Pakistan,PAK,2016,313630000130.435
Pakistan,PAK,2015,299963590534.773
Palau,PLW,2024,321501812.5
Palau,PLW,2023,276157406.25
Palau,PLW,2022,247470812.5
Palau,PLW,2021,235935734.375
Palau,PLW,2020,258985859.375
Palau,PLW,2019,281954000.0
Palau,PLW,2018,288228343.75
Palau,PLW,2017,289983656.25
Palau,PLW,2016,303326125.0
Palau,PLW,2015,283224750.0
Panama,PAN,2024,86523959100.0
Panama,PAN,2023,83812155200.0
Panama,PAN,2022,76479304500.0
Panama,PAN,2021,67396392500.0
Panama,PAN,2020,57059846500.0
Panama,PAN,2019,69778991200.0
Panama,PAN,2018,67316471200.0
Panama,PAN,2017,64327688800.0
Panama,PAN,2016,59760858700.0
Panama,PAN,2015,55767806100.0
Papua New Guinea,PNG,2024,30803971189.4102
Papua New Guinea,PNG,2023,30816328065.6492
Papua New Guinea,PNG,2022,31653230962.4549
Papua New Guinea,PNG,2021,26113409477.7318
Papua New Guinea,PNG,2020,23848447849.6081
Papua New Guinea,PNG,2019,24750626029.8777
Papua New Guinea,PNG,2018,24109780708.0268
Papua New Guinea,PNG,2017,22742699138.356
Papua New Guinea,PNG,2016,20758876952.6232
Papua New Guinea,PNG,2015,21723437010.0982
Paraguay,PRY,2024,44738819362.3269
Paraguay,PRY,2023,43140465595.6662
Paraguay,PRY,2022,41841201626.7253
Paraguay,PRY,2021,39937357255.8716
Paraguay,PRY,2020,35432178068.1814
Paraguay,PRY,2019,37925338329.1494
Paraguay,PRY,2018,40225448340.6322
Paraguay,PRY,2017,38997129473.5558
Paraguay,PRY,2016,36089700222.9461
Paraguay,PRY,2015,36211447840.0971
Peru,PER,2024,291751523018.903
Peru,PER,2023,268025009709.319
Peru,PER,2022,246169867862.821
Peru,PER,2021,226406075008.878
Peru,PER,2020,201409694755.934
Peru,PER,2019,228346006003.648
Peru,PER,2018,222597009739.235
Peru,PER,2017,211007984080.911
Peru,PER,2016,191898104390.379
Peru,PER,2015,189802976285.619
Philippines,PHL,2024,461671157904.74
Philippines,PHL,2023,437055627245.138
Philippines,PHL,2022,404353369604.631
Philippines,PHL,2021,394087359848.11
Philippines,PHL,2020,361751145451.597
Philippines,PHL,2019,376823402239.136
Philippines,PHL,2018,346841896587.313
Philippines,PHL,2017,328480736802.76
Philippines,PHL,2016,318627003016.731
Philippines,PHL,2015,306445871242.322
Poland,POL,2024,917767106146.761
Poland,POL,2023,812451193396.143
Poland,POL,2022,695607470875.276
Poland,POL,2021,689170230665.35
Poland,POL,2020,605914237903.742
Poland,POL,2019,602683770144.88
Poland,POL,2018,594616632477.019
Poland,POL,2017,528356723263.073
Poland,POL,2016,473259623976.262
Poland,POL,2015,480054118583.367
Portugal,PRT,2024,313656884870.859
Portugal,PRT,2023,292323800948.839
Portugal,PRT,2022,256898677175.024
Portugal,PRT,2021,256055879091.139
Portugal,PRT,2020,229618773422.577
Portugal,PRT,2019,240115970063.019
Portugal,PRT,2018,242092894542.888
Portugal,PRT,2017,220862990767.229
Portugal,PRT,2016,206305431241.638
Portugal,PRT,2015,199038523119.639
Puerto Rico (US),PRI,2024,126029527033.705
Puerto Rico (US),PRI,2023,118478754280.882
Puerto Rico (US),PRI,2022,113843700000.0
Puerto Rico (US),PRI,2021,106426600000.0
Puerto Rico (US),PRI,2020,103130900000.0
Puerto Rico (US),PRI,2019,105126400000.0
Puerto Rico (US),PRI,2018,100958100000.0
Puerto Rico (US),PRI,2017,103445500000.0
Puerto Rico (US),PRI,2016,104336700000.0
Puerto Rico (US),PRI,2015,103375500000.0
Qatar,QAT,2024,216294505494.505
Qatar,QAT,2023,213002809340.659
Qatar,QAT,2022,235709325714.286
Qatar,QAT,2021,179732009560.44
Qatar,QAT,2020,144411363351.648
Qatar,QAT,2019,176371267692.308
Qatar,QAT,2018,183334953818.681
Qatar,QAT,2017,161099122225.275
Qatar,QAT,2016,151732181868.132
Qatar,QAT,2015,161739955576.923
Romania,ROU,2024,382564217988.866
Romania,ROU,2023,347757995758.914
Romania,ROU,2022,295317862855.924
Romania,ROU,2021,285072444957.216
Romania,ROU,2020,250624575871.819
Romania,ROU,2019,250080428511.595
Romania,ROU,2018,241791427223.903
Romania,ROU,2017,210147385855.419
Romania,ROU,2016,185290759248.844
Romania,ROU,2015,177885131240.315
Russian Federation,RUS,2024,2186462268813.08
Russian Federation,RUS,2023,2046284838151.09
Russian Federation,RUS,2022,2292495097681.47
Russian Federation,RUS,2021,1829186719575.1
Russian Federation,RUS,2020,1493075894362.14
Russian Federation,RUS,2019,1693115002708.32
Russian Federation,RUS,2018,1657328773461.31
Russian Federation,RUS,2017,1574199360089.0
Russian Federation,RUS,2016,1276786350881.14
Russian Federation,RUS,2015,1363482182197.71
Rwanda,RWA,2024,15111064181.9687
Rwanda,RWA,2023,14806501437.282
Rwanda,RWA,2022,13747404814.2677
Rwanda,RWA,2021,11252894909.5043
Rwanda,RWA,2020,10487146253.4025
Rwanda,RWA,2019,10519272170.3346
Rwanda,RWA,2018,9650161136.17648
Rwanda,RWA,2017,9164345443.2575
Rwanda,RWA,2016,8596812240.52305
Rwanda,RWA,2015,8447064078.84373
Samoa,WSM,2024,1175749785.65113
Samoa,WSM,2023,1044909500.02527
Samoa,WSM,2022,889554711.842341
Samoa,WSM,2021,859724936.05765
Samoa,WSM,2020,868884902.953089
Samoa,WSM,2019,912950466.064906
Samoa,WSM,2018,878448433.404342
Samoa,WSM,2017,884844384.463214
Samoa,WSM,2016,843924796.697421
Samoa,WSM,2015,824150498.653536
San Marino,SMR,2024,
San Marino,SMR,2023,2027243193.5116
San Marino,SMR,2022,1831701022.87082
San Marino,SMR,2021,1855395712.2147
San Marino,SMR,2020,1544713784.67674
San Marino,SMR,2019,1616231696.04862
San Marino,SMR,2018,1655354328.79184
San Marino,SMR,2017,1528621192.886
San Marino,SMR,2016,1468342400.08249
San Marino,SMR,2015,1419400395.73301
Sao Tome and Principe,STP,2024,824992558.045383
Sao Tome and Principe,STP,2023,690456806.696406
Sao Tome and Principe,STP,2022,540809499.189348
Sao Tome and Principe,STP,2021,524402455.54816
Sao Tome and Principe,STP,2020,471229484.607144
Sao Tome and Principe,STP,2019,412976082.620705
Sao Tome and Principe,STP,2018,383717327.830508
Sao Tome and Principe,STP,2017,322002845.229335
Sao Tome and Principe,STP,2016,292267272.196925
Sao Tome and Principe,STP,2015,259999643.047388
Saudi Arabia,SAU,2024,1254140800000.0
Saudi Arabia,SAU,2023,1218584800000.0
Saudi Arabia,SAU,2022,1239075200000.0
Saudi Arabia,SAU,2021,982661066666.667
Saudi Arabia,SAU,2020,767951200000.0
Saudi Arabia,SAU,2019,888890133333.333
Saudi Arabia,SAU,2018,886564800000.0
Saudi Arabia,SAU,2017,741266133333.333
Saudi Arabia,SAU,2016,689279466666.667
Saudi Arabia,SAU,2015,693414400000.0
Senegal,SEN,2024,32169996051.8502
Senegal,SEN,2023,30696331295.7826
Senegal,SEN,2022,27783332222.6759
Senegal,SEN,2021,27520784129.7508
Senegal,SEN,2020,24530513037.7518
Senegal,SEN,2019,23403995992.1354
Senegal,SEN,2018,23116701556.1381
Senegal,SEN,2017,20965069572.7168
Senegal,SEN,2016,19040312333.1864
Senegal,SEN,2015,17774766696.1759
Serbia,SRB,2024,90088366320.4062
Serbia,SRB,2023,81343999280.0179
Serbia,SRB,2022,66809895701.2152
Serbia,SRB,2021,66159884072.5308
Serbia,SRB,2020,55874017668.998
Serbia,SRB,2019,53864693664.5568
Serbia,SRB,2018,52787520248.9242
Serbia,SRB,2017,45972834713.8077
Serbia,SRB,2016,42225495909.5633
Serbia,SRB,2015,41297410634.9586
Seychelles,SYC,2024,2228608684.29911
Seychelles,SYC,2023,2171547935.38159
Seychelles,SYC,2022,1999888599.25474
Seychelles,SYC,2021,1487173794.80528
Seychelles,SYC,2020,1382551751.56908
Seychelles,SYC,2019,1868690096.73454
Seychelles,SYC,2018,1784313926.76807
Seychelles,SYC,2017,1675370641.01416
Seychelles,SYC,2016,1568513348.14463
Seychelles,SYC,2015,1432403352.12944
Sierra Leone,SLE,2024,6971127234.07241
Sierra Leone,SLE,2023,6415852766.09227
Sierra Leone,SLE,2022,7121125277.18159
Sierra Leone,SLE,2021,7166931483.2953
Sierra Leone,SLE,2020,6688307705.64217
Sierra Leone,SLE,2019,6523577590.38319
Sierra Leone,SLE,2018,6390514688.52816
Sierra Leone,SLE,2017,5749846528.48046
Sierra Leone,SLE,2016,6084297211.10217
Sierra Leone,SLE,2015,6788352974.78329
Singapore,SGP,2024,572877260178.427
Singapore,SGP,2023,511181761243.76
Singapore,SGP,2022,514252535238.749
Singapore,SGP,2021,441110903524.645
Singapore,SGP,2020,351226533656.292
Singapore,SGP,2019,376827390962.044
Singapore,SGP,2018,377976367877.038
Singapore,SGP,2017,344795119213.571
Singapore,SGP,2016,320759207438.623
Singapore,SGP,2015,307998545269.398
Sint Maarten (Dutch part),SXM,2024,1797836648.04469
Sint Maarten (Dutch part),SXM,2023,1686525977.65363
Sint Maarten (Dutch part),SXM,2022,1592564636.87151
Sint Maarten (Dutch part),SXM,2021,1353071061.45251
Sint Maarten (Dutch part),SXM,2020,1236428100.55866
Sint Maarten (Dutch part),SXM,2019,1407880446.92737
Sint Maarten (Dutch part),SXM,2018,1259200446.92737
Sint Maarten (Dutch part),SXM,2017,1353212122.90503
Sint Maarten (Dutch part),SXM,2016,1427017206.70391
Sint Maarten (Dutch part),SXM,2015,1417888715.0838
Slovak Republic,SVK,2024,140934076532.375
Slovak Republic,SVK,2023,133578518423.544
Slovak Republic,SVK,2022,115792972358.209
Slovak Republic,SVK,2021,120511265913.343
Slovak Republic,SVK,2020,107732602896.441
Slovak Republic,SVK,2019,105843498304.094
Slovak Republic,SVK,2018,106611673364.837
Slovak Republic,SVK,2017,95978130734.9766
Slovak Republic,SVK,2016,90347173228.6356
Slovak Republic,SVK,2015,89178548717.3324
Slovenia,SVN,2024,72972015197.3859
Slovenia,SVN,2023,69255264238.3855
Slovenia,SVN,2022,59899117741.0022
Slovenia,SVN,2021,61540813361.8556
Slovenia,SVN,2020,53384760135.1581
Slovenia,SVN,2019,53909922735.545
Slovenia,SVN,2018,53689067639.9176
Slovenia,SVN,2017,48153200134.6613
Slovenia,SVN,2016,44290685824.0682
Slovenia,SVN,2015,42709468274.8137
Solomon Islands,SLB,2024,1583964703.75061
Solomon Islands,SLB,2023,1506124566.40404
Solomon Islands,SLB,2022,1466670929.62333
Solomon Islands,SLB,2021,1558312103.84225
Solomon Islands,SLB,2020,1536143427.82958
Solomon Islands,SLB,2019,1619150563.92084
Solomon Islands,SLB,2018,1615473250.25259
Solomon Islands,SLB,2017,1469790526.3972
Solomon Islands,SLB,2016,1379486290.71433
Solomon Islands,SLB,2015,1307908813.59962
"Somalia, Fed. Rep.",SOM,2024,11967000000.0
"Somalia, Fed. Rep.",SOM,2023,10958000000.0
"Somalia, Fed. Rep.",SOM,2022,10203000000.0
"Somalia, Fed. Rep.",SOM,2021,9483000000.0
"Somalia, Fed. Rep.",SOM,2020,8628000000.0
"Somalia, Fed. Rep.",SOM,2019,8656000000.0
"Somalia, Fed. Rep.",SOM,2018,7873000000.0
"Somalia, Fed. Rep.",SOM,2017,7621501710.0012
"Somalia, Fed. Rep.",SOM,2016,6613743069.99912
"Somalia, Fed. Rep.",SOM,2015,6152149099.99942
South Africa,ZAF,2024,401144998373.585
South Africa,ZAF,2023,381440724491.232
South Africa,ZAF,2022,407596043067.885
South Africa,ZAF,2021,419986284375.368
South Africa,ZAF,2020,337974655408.055
South Africa,ZAF,2019,389330032224.269
South Africa,ZAF,2018,405260723892.517
South Africa,ZAF,2017,381448814653.456
South Africa,ZAF,2016,323585509674.481
South Africa,ZAF,2015,346709790458.563
South Sudan,SSD,2024,
South Sudan,SSD,2023,
South Sudan,SSD,2022,
South Sudan,SSD,2021,
South Sudan,SSD,2020,
South Sudan,SSD,2019,
South Sudan,SSD,2018,
South Sudan,SSD,2017,
South Sudan,SSD,2016,
South Sudan,SSD,2015,11997800760.2242
Spain,ESP,2024,1725671652742.19
Spain,ESP,2023,1619481980719.64
Spain,ESP,2022,1448850658406.62
Spain,ESP,2021,1461244901852.69
Spain,ESP,2020,1289783836971.21
Spain,ESP,2019,1403496387686.27
Spain,ESP,2018,1431642809327.06
Spain,ESP,2017,1321754088818.83
Spain,ESP,2016,1243015667917.12
Spain,ESP,2015,1206164777553.12
Sri Lanka,LKA,2024,99616111265.7633
Sri Lanka,LKA,2023,84080307355.5983
Sri Lanka,LKA,2022,74143020303.663
Sri Lanka,LKA,2021,88556699052.2008
Sri Lanka,LKA,2020,84335574372.2997
Sri Lanka,LKA,2019,88998706177.9986
Sri Lanka,LKA,2018,94450015982.806
Sri Lanka,LKA,2017,94369350439.4732
Sri Lanka,LKA,2016,88000210878.1236
Sri Lanka,LKA,2015,85090300895.6546
St. Kitts and Nevis,KNA,2024,1122388888.88889
St. Kitts and Nevis,KNA,2023,1055651851.85185
St. Kitts and Nevis,KNA,2022,981429629.62963
St. Kitts and Nevis,KNA,2021,858622222.222222
St. Kitts and Nevis,KNA,2020,883922222.222222
St. Kitts and Nevis,KNA,2019,1107855555.55556
St. Kitts and Nevis,KNA,2018,1076548148.14815
St. Kitts and Nevis,KNA,2017,1056977777.77778
St. Kitts and Nevis,KNA,2016,1006818518.51852
St. Kitts and Nevis,KNA,2015,957222222.222222
St. Lucia,LCA,2024,2605148148.14815
St. Lucia,LCA,2023,2441259259.25926
St. Lucia,LCA,2022,2319888888.88889
St. Lucia,LCA,2021,1871111111.11111
St. Lucia,LCA,2020,1521740740.74074
St. Lucia,LCA,2019,2090074074.07407
St. Lucia,LCA,2018,2060955555.55556
St. Lucia,LCA,2017,1998503703.7037
St. Lucia,LCA,2016,1868544444.44444
St. Lucia,LCA,2015,1807640740.74074
St. Martin (French part),MAF,2024,
St. Martin (French part),MAF,2023,
St. Martin (French part),MAF,2022,
St. Martin (French part),MAF,2021,649206262.847519
St. Martin (French part),MAF,2020,
St. Martin (French part),MAF,2019,652206037.103874
St. Martin (French part),MAF,2018,
St. Martin (French part),MAF,2017,
St. Martin (French part),MAF,2016,
St. Martin (French part),MAF,2015,
St. Vincent and the Grenadines,VCT,2024,1157207407.40741
St. Vincent and the Grenadines,VCT,2023,1072237037.03704
St. Vincent and the Grenadines,VCT,2022,989188888.888889
St. Vincent and the Grenadines,VCT,2021,888677777.777778
St. Vincent and the Grenadines,VCT,2020,864566666.666667
St. Vincent and the Grenadines,VCT,2019,910481481.481481
St. Vincent and the Grenadines,VCT,2018,884329629.62963
St. Vincent and the Grenadines,VCT,2017,844040740.740741
St. Vincent and the Grenadines,VCT,2016,814303703.703704
St. Vincent and the Grenadines,VCT,2015,786555555.555555
Sudan,SDN,2024,49672435513.1126
Sudan,SDN,2023,39898289820.7951
Sudan,SDN,2022,51666875363.0963
Sudan,SDN,2021,34229513774.9936
Sudan,SDN,2020,27034593750.0
Sudan,SDN,2019,32338079165.2893
Sudan,SDN,2018,32333780383.2924
Sudan,SDN,2017,41283617976.1905
Sudan,SDN,2016,42630376000.0
Sudan,SDN,2015,51726758676.7677
Suriname,SUR,2024,4416775112.72266
Suriname,SUR,2023,3472693412.08497
Suriname,SUR,2022,3791603200.0259
Suriname,SUR,2021,3107923197.96954
Suriname,SUR,2020,2911807496.20227
Suriname,SUR,2019,4016040575.08796
Suriname,SUR,2018,3996198866.57453
Suriname,SUR,2017,3591679430.99988
Suriname,SUR,2016,3317421648.09918
Suriname,SUR,2015,5126237646.22072
Sweden,SWE,2024,604827393488.582
Sweden,SWE,2023,578990915246.07
Sweden,SWE,2022,575071237640.921
Sweden,SWE,2021,631693331300.776
Sweden,SWE,2020,544265668451.678
Sweden,SWE,2019,530894124494.418
Sweden,SWE,2018,549649344043.182
Sweden,SWE,2017,535172356784.769
Sweden,SWE,2016,513058312950.939
Sweden,SWE,2015,501602351911.6
Switzerland,CHE,2024,969919786394.884
Switzerland,CHE,2023,928435275851.707
Switzerland,CHE,2022,858479038993.75
Switzerland,CHE,2021,840710023481.35
Switzerland,CHE,2020,756096180222.082
Switzerland,CHE,2019,736384764156.877
Switzerland,CHE,2018,740766531453.991
Switzerland,CHE,2017,706660443624.485
Switzerland,CHE,2016,698607778794.566
Switzerland,CHE,2015,706199008878.656
Syrian Arab Republic,SYR,2024,
Syrian Arab Republic,SYR,2023,
Syrian Arab Republic,SYR,2022,23737634644.3994
Syrian Arab Republic,SYR,2021,14892885528.1402
Syrian Arab Republic,SYR,2020,12501503673.2425
Syrian Arab Republic,SYR,2019,22583046644.6891
Syrian Arab Republic,SYR,2018,21497779247.9835
Syrian Arab Republic,SYR,2017,16369842725.4718
Syrian Arab Republic,SYR,2016,12597854088.3602
Syrian Arab Republic,SYR,2015,16466861435.0236
Tajikistan,TJK,2024,14425113699.7925
Tajikistan,TJK,2023,12244169292.7998
Tajikistan,TJK,2022,10713525200.3998
Tajikistan,TJK,2021,8937805347.13963
Tajikistan,TJK,2020,8133963550.65742
Tajikistan,TJK,2019,8300813599.3084
Tajikistan,TJK,2018,7764999999.45362
Tajikistan,TJK,2017,7536402852.85802
Tajikistan,TJK,2016,6992416096.89018
Tajikistan,TJK,2015,8271431485.07484
Tanzania,TZA,2024,79235713444.9777
Tanzania,TZA,2023,79030935638.1317
Tanzania,TZA,2022,75749121846.9703
Tanzania,TZA,2021,70655628147.8986
Tanzania,TZA,2020,66068737786.0639
Tanzania,TZA,2019,61026731925.9213
Tanzania,TZA,2018,57003712892.0858
Tanzania,TZA,2017,53274884532.7886
Tanzania,TZA,2016,49774409374.4538
Tanzania,TZA,2015,47413919817.124
Thailand,THA,2024,529385520941.539
Thailand,THA,2023,517013369475.121
Thailand,THA,2022,495691837308.033
Thailand,THA,2021,506049783824.94
Thailand,THA,2020,500274927778.532
Thailand,THA,2019,543976691793.886
Thailand,THA,2018,506754208404.485
Thailand,THA,2017,456356813536.764
Thailand,THA,2016,413366349747.508
Thailand,THA,2015,401296238228.084
Timor-Leste,TLS,2024,1865608515.41321
Timor-Leste,TLS,2023,2079767200.0
Timor-Leste,TLS,2022,3208599900.0
Timor-Leste,TLS,2021,3625024300.0
Timor-Leste,TLS,2020,2162619200.0
Timor-Leste,TLS,2019,2032550400.0
Timor-Leste,TLS,2018,1555988600.0
Timor-Leste,TLS,2017,1584878400.0
Timor-Leste,TLS,2016,1640464600.0
Timor-Leste,TLS,2015,1590282400.0
Togo,TGO,2024,10643440332.2445
Togo,TGO,2023,9723300576.72675
Togo,TGO,2022,8646453099.4124
Togo,TGO,2021,8541668141.26198
Togo,TGO,2020,7486031561.86885
Togo,TGO,2019,6992942458.99419
Togo,TGO,2018,7029215766.46367
Togo,TGO,2017,6387424239.8801
Togo,TGO,2016,6071167584.1951
Togo,TGO,2015,5755457836.01866
Tonga,TON,2024,647488243.847291
Tonga,TON,2023,591139733.623755
Tonga,TON,2022,556514556.392844
Tonga,TON,2021,519306339.3498
Tonga,TON,2020,506571486.576395
Tonga,TON,2019,506031247.606648
Tonga,TON,2018,493530766.930564
Tonga,TON,2017,459976847.108128
Tonga,TON,2016,420828254.541601
Tonga,TON,2015,437525538.903019
Trinidad and Tobago,TTO,2024,25633544529.4849
Trinidad and Tobago,TTO,2023,25036993423.3664
Trinidad and Tobago,TTO,2022,28341164301.126
Trinidad and Tobago,TTO,2021,24222963262.7213
Trinidad and Tobago,TTO,2020,20888515184.2239
Trinidad and Tobago,TTO,2019,23477745791.6977
Trinidad and Tobago,TTO,2018,23883058083.2171
Trinidad and Tobago,TTO,2017,23830750900.6899
Trinidad and Tobago,TTO,2016,23624322192.6274
Trinidad and Tobago,TTO,2015,26841141793.2143
Tunisia,TUN,2024,51412122479.8468
Tunisia,TUN,2023,48205328303.3398
Tunisia,TUN,2022,44929920092.7955
Tunisia,TUN,2021,47073234359.1819
Tunisia,TUN,2020,42491780918.361
Tunisia,TUN,2019,41905642418.825
Tunisia,TUN,2018,42686504459.801
Tunisia,TUN,2017,42163530590.9462
Tunisia,TUN,2016,44360072680.4476
Tunisia,TUN,2015,45779494041.9295
Turkiye,TUR,2024,1359123768774.12
Turkiye,TUR,2023,1141242864657.45
Turkiye,TUR,2022,926097476913.818
Turkiye,TUR,2021,839938668172.134
Turkiye,TUR,2020,733628247119.077
Turkiye,TUR,2019,775853144222.613
Turkiye,TUR,2018,788356985773.667
Turkiye,TUR,2017,863874522365.276
Turkiye,TUR,2016,870818016909.84
Turkiye,TUR,2015,865460050683.656
Turkmenistan,TKM,2024,44249447717.2312
Turkmenistan,TKM,2023,39020211239.6728
Turkmenistan,TKM,2022,37583913148.2791
Turkmenistan,TKM,2021,26334182093.7903
Turkmenistan,TKM,2020,27350527267.6636
Turkmenistan,TKM,2019,29700000000.0
Turkmenistan,TKM,2018,26036313868.6131
Turkmenistan,TKM,2017,33352261306.5327
Turkmenistan,TKM,2016,33313947368.4211
Turkmenistan,TKM,2015,35799714285.7143
Turks and Caicos Islands,TCA,2024,1745378000.0
Turks and Caicos Islands,TCA,2023,1638653000.0
Turks and Caicos Islands,TCA,2022,1434119000.0
Turks and Caicos Islands,TCA,2021,1236459000.0
Turks and Caicos Islands,TCA,2020,918387000.0
Turks and Caicos Islands,TCA,2019,1371838000.0
Turks and Caicos Islands,TCA,2018,1314329000.0
Turks and Caicos Islands,TCA,2017,1197958000.0
Turks and Caicos Islands,TCA,2016,1202078000.0
Turks and Caicos Islands,TCA,2015,1078274000.0
Tuvalu,TUV,2024,
Tuvalu,TUV,2023,62280311.5852172
Tuvalu,TUV,2022,59065982.0873657
Tuvalu,TUV,2021,60196405.7138393
Tuvalu,TUV,2020,51746594.3148543
